歌名,歌手,出现次数
忧伤的季节,郝云,1
快,七八点,1
快乐你懂的,快乐家族,1
快乐女孩《甜心格格》（翻自 刘惜君）,阿蝉蝉,1
快乐小孩,潘延,1
快乐小神仙,天唱组合,1
快乐指南,孙悦,1
快乐的旅行,自然卷,1
快乐的时光总是短暂的,海朋森,1
快乐老家 (Live),林志炫,1
快乐至上,林志颖,1
快乐颂,庾澄庆,1
快乐颂(Live),庾澄庆,1
念念不忘,麦浚龙,1
忽然,韦礼安,1
忽而今夏,汪苏泷,1
怎么办,张震岳,1
怎么我睡不着你也不来救我,焦迈奇,1
怎么舍得你,张学友,1
怎么说我不爱你,萧敬腾,1
怒放,郑钧,1
怕你为自己流泪,黑豹乐队,1
思ひで,鈴木常吉,1
思念,毛阿敏,1
思念一个荒废的名字 (Live),陈楚生,1
思念是一种病+爱人同志+爱如潮水+你现在还好吗(Live),纵贯线,1
思念谁,巫启贤,1
怪你过份美丽,张国荣,1
总结,方大同,1
总要信 Faith,royster lee,1
恋人观影须知,甜約翰 Sweet John,1
恋曲2016,马赛克,1
恋曲L.A.,马天宇,1
恋爱中的城市,满江,1
恍惚,陈楚生,1
恍惚的眼前,窦鹏,1
恶梦,南西肯恩,1
恼人的秋风,费翔,1
悠长假日,宋捷,1
悬溺,葛东琪,1
悲しみのない世界,坂本慎太郎,1
悲伤城市,脆莓(Brickleberry),1
悲伤的梦,窦唯,1
悲伤的秋千,金海心,1
情歌而已(2021 Version),声音碎片乐队,1
情深深雨濛濛,于晴,1
情胜策略,方大同,1
情非得已,庾澄庆,1
想你,Beyond,1
想你在(Live),无印良品,1
想劈酒,张学友,1
想去哪,许光汉,1
想听,陈奕迅,1
想和你去吹吹风,张学友,1
想念拟人化,孟慧圆,1
想见你,无印良品,1
想见你(Live),无印良品,1
想说却还没说的,对角巷乐队,1
想象之中,许嵩,1
想起,江美琪,1
想逃,梁家辉 / 张艾嘉,1
愚人的国度,孙燕姿,1
愛情朝九晚五,都市零件派对,1
感到幸福你就拍拍手,凤凰传奇,1
感官先生,刘凤瑶,1
感觉不到你 (demo),羽·泉,1
感觉时刻,窦唯,1
感觉身体被掏空,上海彩虹室内合唱团,1
感谢你,孙悦,1
愿你,好妹妹,1
愿在秋天死去,好妹妹,1
愿望交换商店不插电版,夏日入侵企画,1
愿爱无忧（台版）,痛仰乐队,1
慢冷,梁静茹,1
慢慢走,萧煌奇,1
慢歌1,陈绮贞,1
慢灵魂(unplugged版) (Live),卢广仲,1
懂事,孙燕姿,1
懒,花儿乐队,1
戀人觀影須知,甜約翰 Sweet John,1
成为一个厉害的普通人,陈珊妮 / 吕士轩,1
我一定会爱上你,谢春花,1
我不介意你恨我,花儿乐队,1
我不害怕,梁静茹,1
我不想失去你,新裤子,1
我不是伟人,陈小春,1
我不是随便的花朵,姜昕,1
我不爱,孙燕姿,1
我不知道,动力火车 / 熊天平,1
我为什么要歌唱,邵夷贝,1
我也不知为何流下了眼泪,Jam,1
我也可以是流浪的诗人（翻自 好妹妹乐队）,安辰,1
我也喜欢你的女朋友,脏手指 Oh! Dirty Fingers,1
我们不是永远都那么勇敢,万芳,1
我们不由自主的亲吻对方,低苦艾,1
我们会在没有黑暗的地方相见,达闻西乐队,1
我们可以在一起,新裤子,1
我们总会在夏天相遇,枯木逢春,1
我们成为不再互相关心的那种关系了,爆青筋BCJ,1
我们是浪漫主义者,Schoolgirl byebye,1
我们的岛（莱福岛岛歌）,Kawa乐队 / 斯斯与帆 / Quark夸克乐队 / 五福乐队 / 小猫钓鱼 / 葡萄不愤怒 / 笑匠 HAHA MASTER / 二一乐队 / 桃金娘,1
我们的恋爱是对生命的严重浪费,许嵩,1
我们的故事,裘德 / 余佳运,1
我们的歌,王力宏,1
我们终会拥有美好的未来,C.S.B.Q乐队,1
我们羞于表达的感情,新裤子 / 大张伟,1
我们走在大路上,现代人,1
我们这里还有鱼,黄中原 / 黄大炜 / 游鸿明 / 谢霆锋,1
我们都是好孩子,王筝,1
我会在这儿等你,鲍家街43号,1
我会想念你,张震岳,1
我依然喜歡那片藍天,时过夏末,1
我去2000年,朴树,1
我又再度依恋上昨天,Tizzy Bac,1
我又想你了,陈信喆,1
我只能离开,颜人中,1
我听过你的歌,王焱 / 何影,1
我和你,刘欢 / Sarah Brightman,1
我和春天有个约会,刘雅丽,1
我和比奇堡的朋友们,热水澡,1
我喜欢,梁静茹,1
"我喜欢 (不,我爱)",严爵,1
我在人民广场吃炸鸡,阿肆,1
我在欧洲，打电话给你,静物乐团,1
我多么羡慕你,江美琪,1
我太傻,陶喆,1
我就要和你在一起,赵英俊 / 夏筠妍,1
我希望在你的爱情里,张蔷,1
我得了忧郁症,地下婴儿,1
我心痛得快要死掉了,狗才乐团,1
我想part2,法老 / 杨秋儒,1
我想当风,鹿先森乐队,1
我想念,金志文,1
我想我不会再,逃走鮑伯,1
我想我可以,蔡旻佑,1
我所不能了解的事,罗大佑,1
我所不能了解的事(Live),罗大佑,1
我是一棵秋天的树 (Live in summer),苏打绿,1
我是有钱人,任贤齐,1
我是海浪,SADOG,1
我是真的爱你,李宗盛,1
我最亲爱的,张惠妹,1
我最近总是梦见你,晚睡叭,1
我正在忘了你,寸铁,1
我永远记得 (Live),周锐 / 尤长靖 / 韩沐伯 / 杨非同 / 王子异 / 毕雯珺 / 董又霖,1
我爱他,王小帅,1
我爱你(live版),卢广仲,1
我爱吃烤鸭,熊猫眼乐队,1
我爱夏天,脱拉库,1
我爱的人,陈小春,1
我用什么把你留住 (Remix),福禄寿FloruitShow,1
我的好兄弟,小沈阳 / 高进,1
我的好妈妈,贝乐虎儿歌,1
我的未来不是梦,张雨生,1
我的未来式,郭采洁,1
我的深情就是个笑话,大张伟,1
我的祖国,吴宁越,1
我的身旁是一扇亮了又暗的窗,理想后花园,1
我相信,杨培安,1
我离开我自己,杨乃文,1
我站在全世界的屋顶,张艾嘉,1
我等候你+飞的理由,黄磊 / 林忆莲,1
我纷扬的世间,唐映枫,1
我终于失去了你,赵传,1
我给的爱,杨乃文,1
我绝对不能失去你,GALA,1
我要买买买 feat.洛天依,iKz,1
我要你,阿朵,1
我要你的命,黑色收音机派对,1
我要如何不想他,蔡琴,1
我要开花 (Live),二手玫瑰,1
我要快乐,张惠妹,1
我要我们在一起,范晓萱,1
我要找到你,Zic子晨,1
我觉得春天好像要来了,当代电影大师,1
我赖你,苏打绿,1
我赚钱了,吾酷,1
我还想她,林俊杰,1
我还是喜欢从前的你,谢博哲,1
我都跟你走,程璧,1
或是一首歌（翻自 郑敬儒）,OAO,1
或许就变成书里的风景 (Mercury Retrograde Version),郑宜农 / 阿爆 / Chunho,1
户外烧烤聚会 (放松动感背景音乐),店铺背景音乐,1
房间-新版,刘瑞琦,1
所以你睡了没,沙一汀EL,1
所以来吧,房东的猫,1
所念皆星河,CMJ,1
手拖手(Live),方大同,1
手放开,李圣杰,1
手紙 ～拝啓 十五の君へ～ (カバー),森愛,1
才华有限公司,金玟岐,1
打上花火,DAOKO / 米津玄師,1
打工人之歌,阿萨Aza,1
打起手鼓唱起歌,关牧村,1
打错了,王菲,1
托斯卡纳艳阳下,何石,1
执着,田震,1
找自己,陶喆,1
把光芒洒向开阔之地(2021 Version),声音碎片乐队,1
把夜晚染黑 (2020年版),谢天笑,1
把耳朵叫醒,金海心,1
投食歌,Sono白鹫呀,1
折子戏,黄阅,1
护花使者,李克勤,1
披星戴月的想你 (Bonus track),告五人,1
抱一抱,陈小春,1
拉德斯基进行曲,Herbert von Karajan,1
拉手手亲口口,雷升利 / 田锋,1
拉萨啤酒,风子,1
招安,二手玫瑰,1
拥抱的问号,袁泉,1
拯救地球 / 脱掉 (Live),杜德伟,1
拯救心田(哎哟我的天),任贤齐,1
挣脱,王菲,1
挪威森林,花儿乐队,1
掌心,无印良品,1
控制,法兹乐队 FAZI,1
控制狂 (苏打绿版),苏打绿,1
搬家,张震岳,1
搬家 Little Zebra,达达乐队,1
摄影艺术,许嵩,1
摆渡人的歌,周华健,1
摇滚这个春晚,天堂乐队 / 面孔乐队 / 灰子 / 脑浊乐队 / CMCB / 川子 / 液氧罐头 / 张峻 / 瘢痕体质乐队 / OOC控制之外 / 魔金石乐队 / 4U乐队 / DJ TATTOO,1
摇篮曲(东北民歌),群星,1
撒·野,花墙FancyWall,1
收音机之恋,达达乐队,1
改革春风,春风招待所,1
放个大招给你看,永彬Ryan.B,1
放弃你,张学友,1
放火,孤独的利里（Lonely Leary）,1
放空,大籽 / Lil E / A1 TRIP,1
放肆爱,于贞,1
放轻松,张靓颖,1
故乡,许巍,1
故乡的云 (Live),好妹妹 / 陈粒,1
故意,陈冠希,1
敢爱敢做,林子祥,1
敢问路在何方,蒋大为,1
散去的时候,deca joins,1
敬自己不为谁,胡彦斌 / GAI周延,1
数人玩,戏班,1
数字恋爱,范晓萱,1
敷衍,王菲,1
断桥残雪,许嵩,1
新不了情-滚石撞乐队2,我是機車少女,1
新世纪的女儿,郑宜农 / Chunho,1
新娘阿花,金玟岐,1
新年好+恭喜恭喜+财神来到我家门+祝你新年快乐（串烧）,儿歌多多,1
新时代，共享未来 (ft. Sara Zozaya),Shanghai Qiutian,1
新的夜晚,虞洋,1
新长征路上的摇滚,崔健,1
新鲜,梁咏琪,1
方圆几里,薛之谦,1
方舟遗留物,昨夜派对（L.N Party）,1
旅行,许巍,1
旅行的意义,陈绮贞,1
旅路,藤井風,1
旗开得胜,张学友 / 张靓颖 / K'Naan,1
无人之境,陈奕迅,1
无人之境(Live),陈奕迅,1
无人知晓,田馥甄,1
无尽,Supper Moment,1
无尽闪亮的哀愁,伍佰 & China Blue,1
无得比,黄贯中,1
无心睡眠,张国荣,1
无情派对,新裤子,1
无法坠入爱河 (Punk Version),未来星B3Rich,1
无法长大,赵雷,1
无泪的遗憾,Beyond,1
无用清净梦,陈鸿宇,1
无菇朋友,方大同,1
无论你多怪异我还是会喜欢你,周子琰,1
既然不再假装自己不是多愁善感的诗人,魏如萱,1
日々、月を見る,ユアネス,1
日が落ちるまで,ハンバート ハンバート,1
日光机场,许茹芸,1
日常的鏡頭 (Through The Lens of Life) (Audiotree Live Version),椅子乐团 The Chairs,1
日落之前,Mr. Miss,1
日落大道 (Live),梁博,1
日落沙滩后,余佳运 / HYBS,1
日落海岸线,浪旅LongTravel,1
旧时除夕,棱镜,1
旧的童年,高晓松,1
旧社会顶穷的人,还潮,1
旧诗,孟凡明,1
早上好,Angell,1
时间,花儿乐队,1
时间一枪打在我身上,王梵瑞,1
时间之外,声音玩具,1
时间改变一切,谢天笑,1
时间煮雨,郁可唯,1
时间的手,旅行团乐队,1
时间轴,余佳运,1
时间里的,马頔,1
明天会更好 (Live),林忆莲,1
明天再见,韦礼安,1
明天可以见到你吗？（电视剧《如此可爱的我们》插曲）,坤木Joymo / 吃水母,1
明天我要嫁给你(Live),王菲,1
明天晴天,孙燕姿,1
明天见,王心凌,1
明天见面吗,Sino周夏影 / lookingboy,1
明天见，就是我会去找你,帆布小镇（Canvas Townlet）,1
明天过后,张杰,1
明年今日,陈奕迅,1
明年今日(Live),陈奕迅,1
明日天气如何,缺省,1
明日聚会,跳大海,1
明明想了又想又假装没有想（Angelina）,温和治疗(MILDCURE),1
星夜祈盼,刺猬,1
星尘,旅行团,1
星星堆满天 (Live),杨乃文,1
星星堆满天(Live),苏打绿,1
星星点灯,郑智化,1
星晴,江美琪,1
星晴 (Live),张学友,1
星风,中川イサト,1
春、来る (Haru Kitaru),岸部眞明,1
春天在哪里,群星,1
春天游泳(LP version),deca joins,1
春天的天气,赛璐璐,1
春天花花,群星,1
春天里 (Live),汪峰,1
春日部的告别,海妖SeaMaiden,1
春暖花开去见你,福禄寿FloruitShow,1
春暖花开去见你(Demo),福禄寿FloruitShow,1
春望,张艾嘉,1
春来了,南无,1
春海,许巍,1
春田花花幼稚园校歌,何崇志,1
春秋(Live),张敬轩,1
春色悠悠不及你荡漾,陈婧霏,1
春节序曲,中国国家交响乐团,1
春花冬梦,鸽子蜜蜂乐队,1
春雨里洗过的太阳,王力宏,1
春雪采耳,施鑫文月 / 小老虎,1
春风,海朋森,1
春风亲吻我像蛋挞 (粤),群星,1
昨天的你的现在的未来,好妹妹,1
昨日,鹿先森乐队,1
昨日的你,陈鸿宇,1
晚安吧，太阳,金玟岐,1
晚安喵,艾索,1
晚安晚安,魏如萱,1
晚安，我爱你,倪健,1
晚霞,窦唯,1
晴天 (钢琴版) [原唱: 周杰伦],纪钧瀚 (Bryan Chi),1
暗恋,陶喆,1
暗恋是一个人的事,宿羽阳,1
暴雨来临之前,群像,1
曝光失误,愚月FoolMoon,1
曾经我也想过一了百了,林志炫 / MC Hotdog,1
曾经的你,许巍,1
最佳歌手,许嵩,1
最冷一天,陈奕迅,1
最初的梦想,金玟岐,1
最后一次看着你,马頔,1
最后的对话,Beyond,1
最后的水族馆,裘德 / 魏如萱,1
最想念的季节,品冠,1
最浪漫的事,赵咏华,1
最炫民族风(Live),凤凰传奇,1
最特别的存在,周渝民,1
最近 (正式版),王小帅,1
最远的距离,郑云龙,1
月上邮差,昨夜派对（L.N Party）,1
月亮,老狼,1
月亮 (Live),常石磊,1
月亮 月亮,时间不够以后,1
月亮与灵魂,张楚,1
月亮之上,凤凰传奇,1
月亮代表我的心 (演唱会Live),hyukoh,1
月亮代表谁的心 (Live),陶喆,1
月亮偷着哭,何静,1
月亮粑粑 （live）,钟志刚,1
月亮船 (《快乐星球》电视剧片尾曲),王英姿,1
月亮贩卖快乐,金莎,1
月光(Live),李健,1
月半小夜曲 (Live),赵雅芝 / 李若彤 / 温碧霞 / 陈松伶,1
月半弯,陈坤,1
月夜愁2023,罗大佑,1
月梦,唐朝乐队,1
月球上的人,陈奕迅,1
月球风格爱情,Leo1Bee,1
有一天你会明白,李柏凝,1
有一点动心,张信哲 / 刘嘉玲,1
有些事搞砸也没关系,桃子假象,1
有什么奇怪,郭顶,1
有你在身旁,无印良品,1
有光 (Live),纵贯线,1
有光的地方,齐一,1
有可能的夜晚,曾轶可,1
有时爱情徒有虚名,王菲,1
有没有一首歌会让你想起我,周华健,1
有颗炸弹送给你,花儿乐队,1
朋友别哭,吕方,1
朋友歌,时间不够以后,1
朋友首日封,光良,1
望月怀远,九连真人,1
朝,Mandarin,1
朝花,蛙池,1
未来,方大同,1
未来主人翁,火星电台,1
未来的未来,卢庚戌,1
未来的答案,霓虹花园,1
未来的路,痛仰乐队,1
末日恋曲,达闻西乐队,1
末班车,萧煌奇,1
机场雷雨,棱镜,1
李建国,鲍家街43号,1
李白,李荣浩,1
李米,刮刮乐,1
来不及,陈珊妮,1
来不及（Live）,刘瑞琦,1
来到你身边,反光镜,1
来恨我,歪歪歪,1
来自我心,老狼,1
极恶都市不插电版,夏日入侵企画,1
枕头,功夫胖KungFuPen / The-Beta / c0de731,1
林依晨-你（嘻嘻琳 remix）,嘻嘻琳,1
果然你还是,告五人,1
栀子花开,何炅,1
核：冬夜的第一支歌,昨夜派对（L.N Party）,1
格拉斯微风,重返袖珍时光,1
桃,The Cheers Cheers,1
桜流し（slowed down）,黑空,1
梦 (LP version),deca joins,1
梦中的婚礼 - Live现场版小提琴翻奏节选 - Strictlyviolin,Strictlyviolin荀博,1
梦在黎明破晓时,盘尼西林,1
梦幻丽莎发廊 (Live in Portugal),五条人,1
梦幻想,刺猬,1
梦想成真,黎明,1
梦时,虞书欣,1
梦田农夫,熊天平,1
梦里是谁,王馨平,1
棉花糖骆驼,椅子乐团 The Chairs,1
棒,康姆士COM'Z,1
森林,Mr.,1
樱花树下 (Live),张敬轩,1
樱花草,NanNan-- / 恋音,1
橄榄树,齐豫,1
欠我的时光,莫文蔚,1
次仁拉索,KidNam索南 / 你的大表哥曲甲,1
欢乐中国年,孙悦,1
欢迎进行曲,中国人民解放军军乐团,1
欢颜,齐豫,1
欧洲特快车,毛宁,1
欲望,花儿乐队,1
欲言又止,大波浪,1
歌唱,花儿乐队,1
歌曲：唱支山歌给党听,杨洪基 / 蒋大为 / 蔡国庆 / 宗庸卓玛 / 张英席 / 周旋 / 云朵 / 乌兰图雅 / 云飞,1
此生无可恋，唯曲悦丹田,刺猬,1
武汉这些天一直在下雨,钟立风,1
死,Glocky,1
死亡与堕落,梅卡德尔,1
死如秋叶,刘森,1
死海（主题）,法兹乐队 FAZI,1
死海（站台）,法兹乐队 FAZI,1
每一刻都是崭新的,许巍,1
每个人都会 (Live版),方大同,1
每天每天,方大同,1
每天爱你多一些,张学友,1
比利,许钧,1
比咏博,脏手指 Oh! Dirty Fingers,1
気持ちいい風が吹いたんです,never young beach,1
氧气,郝蕾,1
氧气 (O1 缺氧版),范晓萱,1
氧气(O1 缺氧版),范晓萱,1
氧气(缺氧版),范晓萱,1
氧气-明明之歌,张广天 / 郝蕾,1
水中央,戴佩妮,1
水晶,任贤齐 / 徐怀钰,1
水蒸气亲吻Disco,LeeyOn李昂 / 张蔷 / 后千禧浪潮,1
水边的阿狄丽娜,Richard Clayderman,1
水驴记 (养殖场动物群/卡祖笛版),北寂吖 / 驴,1
永不失联的爱,周兴哲,1
永远的乌托邦,脑浊乐队,1
永远的奥特曼,LINE,1
求佛,誓言,1
汐,Uhsgnod,1
江南,林俊杰,1
汪洋中的一条船（feat.曹羊）,痛仰乐队 / 曹羊,1
沈丁花,DISH//,1
沉默的表示,罗大佑,1
沒有你的世界,韦礼安,1
沙发里有沙发Radio,鱼丁糸,1
沙龙 (Live),陈奕迅,1
没关系,容祖儿,1
没完没了,孙楠 / 那英,1
没有人不比我快乐,Fine乐团,1
没有人在意他的眼睛里,打倒三明治,1
没有名字的夜晚,夏日入侵企画,1
没有我你怎么办,何润东,1
没离开过,林志炫,1
沧海一声笑,任贤齐,1
河山大好,许嵩,1
河流,蛙池,1
洛杉矶的心事,熊天平,1
活鱼逆流而上，死鱼随波逐流,五条人,1
流光练习曲（Light Stream Etude）,MT1990,1
流夏,栗先达,1
流星雨,F4,1
流水青年,绿丘,1
流沙,陶喆,1
流浪天涯,利事乐队,1
"流浪汉 Vagabond""Sikenashka""(新疆民歌)",野孩子,1
流浪的红舞鞋,王菲,1
浪子回頭,茄子蛋,1
浪漫风暴,王菲,1
浪费,徐佳莹,1
浪费了,哪吒乐队,1
浮出水面 (Live),达达乐队,1
浴室(2019 Reprise),deca joins,1
海,王梵瑞,1
海上花 (Live版),罗大佑,1
海南恋歌,丁晓红,1
海子,宝石Gem,1
海尔兄弟,蒋小涵 / 唐亚男,1
海曙的风,马融,1
海盗船长2.0,花粥 / 风子,1
海盗船长一会儿想靠岸一会儿想扬帆妹妹你要上了贼船可别怪哥哥没说清自己是个混蛋,风子,1
海绵宝宝（seaweed remix）,1Nose beatZ,1
海街diary,菅野よう子,1
海边,帆布小镇,1
海阔天空,Beyond,1
海马舞会,阁楼演奏班,1
海鸥（cover：逃跑计划）,一禾,1
消失的光年2017版,大乔小乔,1
消愁,毛不易,1
消灭,花儿乐队,1
淘汰,陈奕迅,1
淡水河边,戴佩妮,1
深夜浪漫,张蔓姿,1
深息,杨千嬅,1
深海之光,麻园诗人,1
清平调,王菲 / 邓丽君,1
清晨日暮,低苦艾,1
温暖的家乡,Beyond,1
温柔的代价,旅行团,1
温柔的碾碎,低苦艾,1
温蒂公主的侍卫 (Demo),告五人,1
游,岛屿心情,1
游戏,大象体操,1
游戏人间,郑智化,1
游泳,莉莉周她說,1
湖面的尽头,Cicada,1
湾,王菲,1
滥情三部曲,脏手指 Oh! Dirty Fingers,1
漂浮,陈建骐,1
漂离去月球,刺猬,1
演员,薛之谦,1
漠河舞厅,柳爽,1
漠河舞厅·2022,柳爽,1
漩涡,时间不够以后,1
漫步,许巍,1
漫漫长夜,deca joins,1
潇洒小姐,萧亚轩,1
潜水艇司机,哪吒乐队,1
潜泳,马頔,1
火星撞地球,OWVRO老弟,1
火车快开,二手玫瑰,1
火车日记,丢火车,1
灯光,谢震廷,1
灯塔 (Live),谭维维,1
灯塔（live）,谭维维,1
灰色轨迹 (Live),Beyond,1
点石成金,痛仰乐队,1
烂情,许钧,1
烛光里的妈妈,羽·泉,1
烟,王菲,1
烟火,满江,1
烟火的季节,F4,1
烦,林晓培,1
烧烤摊,Kocham-087 / Ka-RuL,1
热情的沙漠,庾澄庆,1
热气球,黄淑惠,1
热汤,单依纯,1
煩悩遊戯,Reol,1
煲仔の饭,艾瑞欧ERIOE,1
熊猫咪咪,程琳,1
爱一个人好难,苏永康,1
爱不由我,尤长靖,1
爱与分离,火星电台,1
爱与喜欢的区别,尤长靖 / 房东的猫,1
爱与痛的边缘 (Live),单依纯,1
爱人 (Hugged),温和治疗(MILDCURE),1
爱人走了,时间不够以后,1
爱人错过,告五人,1
爱你一万年 (Live),刘德华,1
爱你一兆年,旺福,1
爱你不是两三天,梁静茹,1
爱你就像习惯了叹息一样,棱镜,1
爱你是错,花儿乐队,1
爱在夏天-盛夏之约,告五人,1
爱在摇滚的岁月,轮回乐队 / 吴彤 / 面孔乐队 / 石头乐队 / 战斧乐队 / 栾树 / 天堂乐队 / 汉家儿 / 冥界乐队,1
爱如潮水,张信哲,1
爱如火,那艺娜,1
爱将+/坏女孩+淑女+妖女+放开你的头脑+梦姬+冰山大火(Live),梅艳芳,1
爱就一个字,张信哲,1
爱情万岁,钟立风,1
爱情买卖,银河铁道之夜,1
爱情你比我想的阁较伟大,茄子蛋,1
爱情的枪,左小祖咒,1
爱情的模样,旅行团乐队,1
爱情转移,陈奕迅,1
爱情，鲸鱼，海洋,嘿！！！,1
爱慕,张国荣,1
爱我,李延亮,1
爱我别走,张震岳,1
爱我的请举手,莫文蔚,1
爱我还是他,陶喆,1
爱拼才会赢,叶启田,1
爱是一本书,陈奕迅,1
爱是一颗幸福的子弹,汪峰,1
爱永远不够形容2021,康姆士COM'Z,1
爱爱爱,方大同,1
爱的供养,杨幂,1
爱的魔法,金莎,1
爱笑的眼睛,林俊杰,1
爱，存在,旺仔小乔,1
爱，终将把青春遗漏,嘎调,1
牛奶面包,杨紫 / 鱿小鱼,1
牛角,黄唯铭,1
牧神午后序曲,土星皇家交响乐团,1
特别,黄龄,1
特斯河之赞,九宝乐队,1
狂人山庄,Beyond,1
狂热 (苏打绿版),苏打绿,1
狗女孩,梅卡德尔,1
独角戏,许茹芸,1
狮子座,曾轶可,1
狼,齐秦,1
猛犸,后海大鲨鱼,1
猜不透,丁当,1
猫,DISH//,1
玉蝴蝶,谢霆锋,1
王妃,萧敬腾,1
王子复仇记,嘎调,1
玩乐,方大同,1
玩具和61儿童节,刺猬,1
玫瑰  爱人  席梦思,Sunken Boat 沉舟乐队,1
玫瑰玫瑰我爱你,王若琳,1
玫瑰花的葬礼,许嵩,1
现在到永远,高旗&超载乐队,1
现象学,郑兴,1
珍惜,叶世荣,1
理想与爱情,乐园里乐团,1
理想国,张学友,1
琴岛漫步,逃跑计划,1
瑞秋 (Live) - (济南2019.11.29),丢火车,1
甘心(Demo),熊天平,1
甜蜜蜜,邓丽君,1
甜蜜谎言,甜蜜抽搐SweetTic,1
生之爱,嘎调,1
生命,声音玩具,1
生日快乐 (Live) - (武汉2019.12.13),丢火车,1
生日那天,齐一,1
生活在别处,陈婧霏,1
生活在别处的你 Another me,毛不易 / 中島美嘉,1
生活在地下(Live),野孩子,1
生活多美好,蛙池,1
生而为人,尚士达,1
田园,蛙池,1
电台天书,七八点,1
电线杆上的鸟,LÜCY,1
电车计划,曾轶可,1
男人哭吧不是罪(Live),刘德华,1
男儿当自强,林子祥,1
画中人,成磊,1
画（prod.by LORIN),杀不死Subs,1
留别,秘密後院,1
留给你的我从未,甜約翰 Sweet John,1
留香,许嵩,1
病变（女生版）,旺仔小乔 / Ellivensen,1
痛苦杀死我吧,液氧罐头,1
痛苦过,周华健 / 莫文蔚,1
白加黑,惘闻,1
白墙,脆莓(Brickleberry),1
白夜,麦田守望者,1
白日出没的月球 (鱼版),鱼丁糸,1
白桦林,朴树,1
白鹭,Quark,1
的确比他好,周华健 / 唐懿琴,1
直到你带走我,甜約翰 Sweet John,1
直觉,胡夏,1
相亲相爱,吕方 / 伊能静 / 姜育恒 / 叶欢 / 温兆伦 / 任洁玲 / 刘汉强 / 潘越云 / 郑华娟 / 李碧华 / 钱薇娟 / 陶晶莹 / 张小雯 / 林蒙 / 关德辉 / 郭嘉璐,1
相依为命,陈小春,1
相信,五月天,1
相信自己,零点乐队,1
相爱就是说了100次对不起,Crispy脆乐团,1
相爱的地方,青蛙乐队,1
相爱的运气,万芳,1
相见不如怀念,那英,1
相见在武汉,陈文非,1
看不见的人,椅子乐团 The Chairs,1
看云,好妹妹 / 小娟&山谷里的居民,1
看得最远的地方,毛不易,1
看月亮爬上来,张杰,1
看见你的声音,陈零九,1
真夏の果実,サザンオールスターズ,1
真夜中のドア～Stay With Me～,Ms.OOJA,1
真的吗,莫文蔚,1
眼望着北方,张玮玮,1
眼望着北方(Live),野孩子,1
眼泪 (live),张学友,1
眼睛里,deca joins,1
眼睛閃蝦惹,康姆士COM'Z,1
睡不着,浪,1
睡吧，睡吧，我亲爱的宝贝,宝宝睡好觉,1
矜持,王菲,1
知命不惑,無望春 Nospring,1
知床旅情,加藤登紀子,1
知足,五月天,1
知道不知道,万芳,1
破气球(when I fall in love),卢广仲,1
祝寿歌,禤道秒,1
祝我生日快乐 (Live),温岚 / 周杰伦,1
祝有好收获 (Good Hunting),温和治疗(MILDCURE),1
祝福,张学友,1
神啊 救救我,陈小春,1
神经病之歌,ilem / 洛天依 / 言和 / 初音ミク / KAITO,1
禁色(Live),陈奕迅,1
离不开你 (Live),腾格尔,1
离家最近的路,花粥 / 陈鸿宇 / 房东的猫 / 郝云 / 谢春花 / 王梵瑞 / 银临 / 好妹妹 / 王子异 / 梁晓雪 / 张楚 / G.G(张思源) / 赵钶 / 木小雅 / 徐秉龙 / 焦迈奇,1
离家的路,齐秦,1
离开地球表面,五月天,1
离开地球表面 (Live),萧敬腾,1
离歌,信乐团,1
私奔到月球,陈绮贞 / 五月天,1
秋分,蛙池,1
秋天的牡蛎,张希,1
秋天的童话,张杰,1
秋日苦难,南青乐队,1
秋眠,周一半,1
秋葉 Autumn Leaves,royster lee,1
秋雨,时间不够以后,1
种太阳,中央人民广播电台少年广播合唱团,1
种子,火星电台,1
秘密 II,小霞,1
稳稳的幸福,陈奕迅,1
稻草人,林志颖,1
稻香,谢昊轩,1
穷孩子,龍胆紫/PurpleSoul,1
穷开心 (2014恒大星光live),大张伟,1
空城,王菲,1
空山灵雨feat.新裤子,旅行团乐队 / 新裤子,1
空帆船,朴树,1
空谷幽兰,许巍,1
突然之间,G.E.M.邓紫棋,1
突然好想你,五月天,1
窗外的天气 (Live),吴青峰,1
窗花 (Live),达达乐队,1
窦娥冤,程砚秋,1
立秋,筠子,1
站起来,成龙 / 孙燕姿 / 韩红 / 王力宏,1
童年,罗大佑,1
童年收,括号君,1
童言无忌 (Live),王以太,1
端午,达达乐队,1
竹林,好妹妹,1
笑傲江湖,刘欢 / 王菲,1
笑忘书,王菲,1
笑笑,彭坦,1
第一次爱的人,王心凌,1
第一次遇見花香的那刻 (劇集《第一次遇見花香的那刻》主題曲),郑宜农,1
第三人称,Hush!,1
第二杯半价,圣代,1
第八套广播体操,群星,1
等你吃饭,旅行团乐队,1
等你等到我心痛,张学友,1
等你等到我心痛(Live),张学友,1
等到烟火清凉,许嵩,1
等太阳落山，就一起做梦（Gloaming）,渡洛西汀,1
等待再一次跃出水面,Cicada,1
等爱的玫瑰,凤凰传奇,1
答应要,自然卷,1
策长沙,C-BLOCK,1
策马,燕池,1
篡位,坏水,1
米店 (live版),张玮玮,1
粉色信笺,许嵩,1
粼兰曲,布衣乐队,1
精彩,王菲,1
精彩才刚刚开始,易烊千玺,1
